Dates,Year,Week,Top 10 Gross,%¡À LW,Overall Gross,%¡À LW.1,Releases,#1 Release,link,lYear,lWeek,lTop 10 Gross,lOverall,lTop,lGross,lTGross,lWeeks,wT10Gross,wOverallGross,wRelease
May 29-31,2009,22,159873985,-5%,166122627,-5.80%,110,Up,/weekend/2009W22/?ref_=bo_wey_table_35,2009,21,211868707,221901103,Night at the Museum: Battle of the Smithsonian,70052004,70052004,1,155722830.2857143,163468887.57142857,109.0
May 22-25Memorial Day wknd,2009,21,211868707,-0.20%,221901103,1.10%,112,Night at the Museum: Battle of the Smithsonian,/weekend/2009W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_37,2009,20,128079406,137460577,Angels & Demons,46204168,46204168,1,190812263.0909091,200275911.4090909,106.95454545454544
May 15-17,2009,20,128079406,-7.80%,137460577,-8.10%,112,Angels & Demons,/weekend/2009W20/?ref_=bo_wey_table_38,2009,19,138843581,149643723,Star Trek,75204289,79204289,1,145121413.0,154218433.5,116.33333333333331
May 8-10,2009,19,138843581,-5.30%,149643723,-5.50%,118,Star Trek,/weekend/2009W19/?ref_=bo_wey_table_39,2009,18,146572798,158300469,X-Men Origins: Wolverine,85058003,85058003,1,145570531.16666666,156305886.66666666,118.58333333333331
May 1-3,2009,18,146572798,46.10%,158300469,39%,109,X-Men Origins: Wolverine,/weekend/2009W18/?ref_=bo_wey_table_40,2009,17,100327984,113860937,Obsessed,28612730,28612730,1,165862059.58333334,176843492.41666666,117.58333333333331
Apr 24-26,2009,17,100327984,3%,113860937,4.90%,118,Obsessed,/weekend/2009W17/?ref_=bo_wey_table_41,2009,16,97370546,108497129,17 Again,23722310,23722310,1,137268690.41666666,152115054.33333334,120.5
Apr 17-19,2009,16,97370546,-20.30%,108497129,-18.80%,119,17 Again,/weekend/2009W16/?ref_=bo_wey_table_42,2009,15,137209381,148228465,Hannah Montana: The Movie,36949154,36949154,1,110617216.86666666,126178234.8,107.6
Apr 10-13Easter wknd,2009,15,137209381,27.60%,148228465,18.20%,49,Hannah Montana: The Movie,/weekend/2009W15/occasion/easter_weekend/?ref_=bo_wey_table_43,2009,14,146086888,155220674,Fast & Furious,70950500,70950500,1,120117122.42857143,132811945.5,105.35714285714286
Apr 3-5,2009,14,146086888,7%,155220674,6%,109,Fast & Furious,/weekend/2009W14/?ref_=bo_wey_table_45,2009,13,136575156,146427563,Monsters vs. Aliens,59321095,59321095,1,144115983.0,155905612.33333334,101.33333333333331
Mar 27-29,2009,13,136575156,46.60%,146427563,38.90%,106,Monsters vs. Aliens,/weekend/2009W13/?ref_=bo_wey_table_46,2009,12,93174791,105454531,Knowing2009 Re-release,24604751,24604751,1,146184773.73333332,159291299.6,101.13333333333334
Mar 20-22,2009,12,93174791,10.70%,105454531,4.70%,109,Knowing2009 Re-release,/weekend/2009W12/?ref_=bo_wey_table_47,2009,11,84204182,100713824,Race to Witch Mountain,24402214,24402214,1,126389274.23076925,140871121.69230768,109.0
Mar 13-15,2009,11,84204182,-13.80%,100713824,-13.80%,102,Race to Witch Mountain,/weekend/2009W11/?ref_=bo_wey_table_48,2009,10,97720570,116828485,Watchmen,55214334,55214334,1,119224647.16666669,134725146.91666666,110.75
Mar 6-8,2009,10,97720570,21.40%,116828485,4.70%,110,Watchmen,/weekend/2009W10/?ref_=bo_wey_table_49,2009,9,80508972,111557492,Madea Goes to Jail,16175926,64525548,2,127718984.25,144766037.66666666,110.16666666666669
Feb 27-Mar 1,2009,9,80508972,-28.20%,111557492,-21.70%,99,Madea Goes to Jail,/weekend/2009W09/?ref_=bo_wey_table_50,2009,8,112141559,142472042,Madea Goes to Jail,41030947,41030947,1,107330506.75,128180072.83333331,107.16666666666669
Feb 20-22,2009,8,112141559,-26.20%,142472042,-24.60%,95,Madea Goes to Jail,/weekend/2009W08/?ref_=bo_wey_table_51,2009,7,176130106,220039425,Friday the 13th,43585449,43585449,1,109227960.33333331,129538191.08333331,101.75
Feb 13-16Presidents' Day wknd,2009,7,176130106,31.70%,220039425,31.40%,91,Friday the 13th,/weekend/2009W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_53,2009,6,124041046,154595414,He's Just Not That Into You,27785487,27785487,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 6-8,2009,6,124041046,29.30%,154595414,21.90%,93,He's Just Not That Into You,/weekend/2009W06/?ref_=bo_wey_table_54,2009,5,95933299,126798123,Taken,24717037,24717037,1,116846154.83333331,139394977.08333334,101.16666666666669
Jan 30-Feb 1,2009,5,95933299,-19.10%,126798123,-20.90%,93,Taken,/weekend/2009W05/?ref_=bo_wey_table_55,2009,4,118605040,160294864,Paul Blart: Mall Cop,21623182,64923380,2,81159020.0,105663109.41666669,98.58333333333331
Jan 23-25,2009,4,118605040,-23.20%,160294864,-16.90%,91,Paul Blart: Mall Cop,/weekend/2009W04/?ref_=bo_wey_table_56,2009,3,184673846,231208273,Paul Blart: Mall Cop,39234238,39234238,1,101773826.66666669,131358061.16666669,95.5
Jan 16-19MLK wknd,2009,3,184673846,21.90%,231208273,23.60%,85,Paul Blart: Mall Cop,/weekend/2009W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_58,2009,2,121541116,146505600,Gran Torino,29484388,40524518,5,144106715.15,173497607.55,85.9
Jan 9-11,2009,2,121541116,-1.40%,146505600,-4.50%,92,Gran Torino,/weekend/2009W02/?ref_=bo_wey_table_59,2009,1,123210617,153373765,Marley & Me,24263763,106664046,2,122621792.8125,149859356.3125,88.1875
Jan 2-4,2009,1,123210617,-27.50%,153373765,-23.90%,89,Marley & Me,/weekend/2009W01/?ref_=bo_wey_table_60,2008,52,169982431,201594006,Marley & Me,36357586,50738566,1,132775766.41666669,155875732.66666666,88.75
Dec 26-28,2008,52,169982431,119.50%,201594006,127.80%,85,Marley & Me,/weekend/2008W52/?ref_=bo_wey_table_1,2008,51,77424767,88506299,Yes Man,18262471,18262471,1,196334086.94117647,222615748.0,76.29411764705883
Dec 19-21,2008,51,77424767,-1.40%,88506299,-3.50%,92,Yes Man,/weekend/2008W51/?ref_=bo_wey_table_2,2008,50,78517597,91696655,The Day the Earth Stood Still,30480153,30480153,1,164322845.4,180913443.46666667,81.2
Dec 12-14,2008,50,78517597,6.90%,91696655,11.20%,105,The Day the Earth Stood Still,/weekend/2008W50/?ref_=bo_wey_table_3,2008,49,73440488,82434771,Four Christmases,16755478,69418170,2,108613725.63636364,120640989.54545456,102.63636363636364
Dec 5-7,2008,49,73440488,-51.80%,82434771,-49.30%,115,Four Christmases,/weekend/2008W49/?ref_=bo_wey_table_4,2008,48,218303171,228766509,Four Christmases,46054468,46054468,1,77289676.66666667,88695051.61111109,109.44444444444444
Nov 26-30Thanksgiving 5-Day,2008,48,218303171,9.10%,228766509,0.20%,53,Four Christmases,/weekend/2008W47/occasion/us_thanksgiving_5/?ref_=bo_wey_table_7,2008,47,154817872,164744894,Twilight,69637740,69637740,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 21-23,2008,47,154817872,14.90%,164744894,10.80%,118,Twilight,/weekend/2008W47/?ref_=bo_wey_table_8,2008,46,134787672,148685590,Quantum of Solace,67528882,67528882,1,202695349.6086957,214789448.3478261,89.7391304347826
Nov 14-16,2008,46,134787672,9.20%,148685590,4.30%,127,Quantum of Solace,/weekend/2008W46/?ref_=bo_wey_table_9,2008,45,123379106,142496307,Madagascar: Escape 2 Africa,63106589,63106589,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 7-9,2008,45,123379106,78%,142496307,62.50%,134,Madagascar: Escape 2 Africa,/weekend/2008W45/?ref_=bo_wey_table_10,2008,44,69307204,87673009,High School Musical 3: Senior Year,15316072,62034083,2,142606271.54545453,156661743.36363637,121.72727272727272
Oct 31-Nov 2,2008,44,69307204,-40.20%,87673009,-34.80%,140,High School Musical 3: Senior Year,/weekend/2008W44/?ref_=bo_wey_table_11,2008,43,115860151,134501763,High School Musical 3: Senior Year,42030184,42030184,1,96893133.45454544,112459731.63636364,123.9090909090909
Oct 24-26,2008,43,115860151,44.80%,134501763,34.20%,135,High School Musical 3: Senior Year,/weekend/2008W43/?ref_=bo_wey_table_12,2008,42,79992286,100261162,Max Payne,17639849,17639849,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 17-19,2008,42,79992286,-1%,100261162,-1.60%,131,Max Payne,/weekend/2008W42/?ref_=bo_wey_table_13,2008,41,91420183,113091916,Beverly Hills Chihuahua,20325856,55356089,1,108711994.16666669,123144908.41666669,124.58333333333331
Oct 10-13Columbus Day wknd,2008,41,91420183,27%,113091916,22.60%,60,Beverly Hills Chihuahua,/weekend/2008W41/occasion/us_columbusday_weekend/?ref_=bo_wey_table_15,2008,40,90629110,113697851,Beverly Hills Chihuahua,29300465,29300465,1,107863677.45,121973098.7,97.6
Oct 3-5,2008,40,90629110,10.30%,113697851,12.20%,126,Beverly Hills Chihuahua,/weekend/2008W40/?ref_=bo_wey_table_16,2008,39,82148111,101343749,Eagle Eye,29150721,29150721,1,119561053.375,132403535.3125,110.1875
Sep 26-28,2008,39,82148111,12.80%,101343749,13.50%,125,Eagle Eye,/weekend/2008W39/?ref_=bo_wey_table_17,2008,38,72805930,89307263,Lakeview Terrace,15004672,15004672,1,91542753.0,105592491.41666669,128.25
Sep 19-21,2008,38,72805930,-11.40%,89307263,-11.60%,137,Lakeview Terrace,/weekend/2008W38/?ref_=bo_wey_table_18,2008,37,82159485,101041980,Burn After Reading,19128001,19128001,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 12-14,2008,37,82159485,77.30%,101041980,48.60%,131,Burn After Reading,/weekend/2008W37/?ref_=bo_wey_table_19,2008,36,46350874,68005476,Bangkok Dangerous,7783266,7783266,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 5-7,2008,36,46350874,-32.40%,68005476,-30.70%,126,Bangkok Dangerous,/weekend/2008W36/?ref_=bo_wey_table_20,2008,35,85925307,123794714,Tropic Thunder,14602121,86935945,1,79852053.5625,105529132.125,113.125
Aug 29-Sep 1Labor Day wknd,2008,35,85925307,-24.40%,123794714,-16.50%,120,Tropic Thunder,/weekend/2008W35/occasion/us_laborday_weekend/?ref_=bo_wey_table_22,2008,34,82667170,106158138,Tropic Thunder,16272195,65839915,2,83528402.8,115279308.05,109.8
Aug 22-24,2008,34,82667170,-22.30%,106158138,-15.10%,120,Tropic Thunder,/weekend/2008W34/?ref_=bo_wey_table_23,2008,33,106423430,125105639,Tropic Thunder,25812796,36845588,1,86155898.91666667,108205408.83333331,114.25
Aug 15-17,2008,33,106423430,-1.80%,125105639,2.90%,123,Tropic Thunder,/weekend/2008W33/?ref_=bo_wey_table_24,2008,32,108322998,121575179,The Dark Knight,26117030,441628497,4,115311023.75,135326532.33333334,112.91666666666669
Aug 8-10,2008,32,108322998,-23.10%,121575179,-20.60%,123,The Dark Knight,/weekend/2008W32/?ref_=bo_wey_table_25,2008,31,140934095,153060805,The Dark Knight,42664219,393751065,3,133108853.25,150177606.16666666,109.83333333333331
Aug 1-3,2008,31,140934095,-17.40%,153060805,-15.40%,122,The Dark Knight,/weekend/2008W31/?ref_=bo_wey_table_26,2008,30,170701895,180876759,The Dark Knight,75166466,313781677,2,134064684.33333331,149076426.08333334,108.58333333333331
Jul 25-27,2008,30,170701895,-32%,180876759,-30.60%,120,The Dark Knight,/weekend/2008W30/?ref_=bo_wey_table_27,2008,29,250971601,260528431,The Dark Knight,158411483,158411483,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 18-20,2008,29,250971601,79.40%,260528431,72.10%,122,The Dark Knight,/weekend/2008W29/?ref_=bo_wey_table_28,2008,28,139919684,151360113,Hellboy II: The Golden Army,34539115,34539115,1,182475369.5833333,195040168.16666663,108.0
Jul 11-13,2008,28,139919684,-6.70%,151360113,-5.50%,127,Hellboy II: The Golden Army,/weekend/2008W28/?ref_=bo_wey_table_29,2008,27,149925900,160175719,Hancock,62603879,103877446,1,166993485.33333334,179117028.41666666,110.0
Jul 4-6,2008,27,149925900,-15.30%,160175719,-13.60%,116,Hancock,/weekend/2008W27/?ref_=bo_wey_table_30,2008,26,176907464,185436843,WALL·E,63087526,63087526,1,174799565.14285713,186610260.7142857,101.5
Jun 27-29,2008,26,176907464,30.20%,185436843,29.50%,129,WALL¡¤E,/weekend/2008W26/?ref_=bo_wey_table_31,2008,25,135822136,143215343,Get Smart,38683480,38683480,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 20-22,2008,25,135822136,-22.40%,143215343,-20.40%,123,Get Smart,/weekend/2008W25/?ref_=bo_wey_table_32,2008,24,174921744,179896805,The Incredible Hulk,55414050,55414050,1,183005245.3333333,193777360.25,109.0
Jun 13-15,2008,24,174921744,3%,179896805,2.50%,127,The Incredible Hulk,/weekend/2008W24/?ref_=bo_wey_table_33,2008,23,169909290,175464379,Kung Fu Panda,60239130,60239130,1,170617422.83333334,180717244.41666663,110.5
Jun 6-8,2008,23,169909290,4.10%,175464379,4.10%,123,Kung Fu Panda,/weekend/2008W23/?ref_=bo_wey_table_34,2008,22,163144136,168531880,Sex and the City,57038404,57038404,1,141521272.91666666,149983262.5,110.75
May 30-Jun 1,2008,22,163144136,-2.10%,168531880,-2.20%,134,Sex and the City,/weekend/2008W22/?ref_=bo_wey_table_35,2008,21,212296393,219455440,Indiana Jones and the Kingdom of the Crystal Skull,126917373,151958445,1,155722830.2857143,163468887.57142857,109.0
May 23-26Memorial Day wknd,2008,21,212296393,-13.10%,219455440,-14.10%,118,Indiana Jones and the Kingdom of the Crystal Skull,/weekend/2008W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_37,2008,20,124788668,132484294,The Chronicles of Narnia: Prince Caspian,55034805,55034805,1,190812263.0909091,200275911.4090909,106.95454545454544
May 16-18,2008,20,124788668,7.60%,132484294,5.50%,135,The Chronicles of Narnia: Prince Caspian,/weekend/2008W20/?ref_=bo_wey_table_38,2008,19,115983162,125571278,Iron Man,51190629,177825024,2,145121413.0,154218433.5,116.33333333333331
May 9-11,2008,19,115983162,-21.90%,125571278,-21%,136,Iron Man,/weekend/2008W19/?ref_=bo_wey_table_39,2008,18,148431129,159000645,Iron Man,98618668,102118668,1,145570531.16666666,156305886.66666666,118.58333333333331
May 2-4,2008,18,148431129,95.20%,159000645,74.30%,135,Iron Man,/weekend/2008W18/?ref_=bo_wey_table_40,2008,17,76023855,91236400,Baby Mama,17407110,17407110,1,165862059.58333334,176843492.41666666,117.58333333333331
Apr 25-27,2008,17,76023855,-4.60%,91236400,-2.80%,145,Baby Mama,/weekend/2008W17/?ref_=bo_wey_table_41,2008,16,79673117,93848411,The Forbidden Kingdom,21401121,21401121,1,137268690.41666666,152115054.33333334,120.5
Apr 18-20,2008,16,79673117,2.40%,93848411,-1.40%,134,The Forbidden Kingdom,/weekend/2008W16/?ref_=bo_wey_table_42,2008,15,77792738,95162842,Prom Night,20804941,20804941,1,110617216.86666666,126178234.8,107.6
Apr 11-13,2008,15,77792738,2.10%,95162842,-0.70%,125,Prom Night,/weekend/2008W15/?ref_=bo_wey_table_43,2008,14,76219857,95797267,21,15337418,46770173,2,120117122.42857143,132811945.5,105.35714285714286
Apr 4-6,2008,14,76219857,-10.90%,95797267,-10.40%,129,21,/weekend/2008W14/?ref_=bo_wey_table_44,2008,13,85512670,106960934,21,24105943,24105943,1,144115983.0,155905612.33333334,101.33333333333331
Mar 28-30,2008,13,85512670,-9.70%,106960934,-6.10%,123,21,/weekend/2008W13/?ref_=bo_wey_table_45,2008,12,107553652,125354528,Horton Hears a Who!,29192130,90612051,1,146184773.73333332,159291299.6,101.13333333333334
Mar 21-24Easter wknd,2008,12,107553652,-9.20%,125354528,-9.50%,59,Horton Hears a Who!,/weekend/2008W12/occasion/easter_weekend/?ref_=bo_wey_table_46,2008,11,101862262,120687394,Horton Hears a Who!,45012998,45012998,1,126389274.23076925,140871121.69230768,109.0
Mar 14-16,2008,11,101862262,17.20%,120687394,12.40%,124,Horton Hears a Who!,/weekend/2008W11/?ref_=bo_wey_table_48,2008,10,86928662,107381602,"10,000 BC",35867488,35867488,1,119224647.16666669,134725146.91666666,110.75
Mar 7-9,2008,10,86928662,17.70%,107381602,9.90%,119,"10,000 BC",/weekend/2008W10/?ref_=bo_wey_table_49,2008,9,73841003,97723152,Semi-Pro,15200000,15200000,1,127718984.25,144766037.66666666,110.16666666666669
Feb 29-Mar 2,2008,9,73841003,-13.30%,97723152,-11.50%,118,Semi-Pro,/weekend/2008W09/?ref_=bo_wey_table_50,2008,8,85162089,110410094,Vantage Point,22874936,22874936,1,107330506.75,128180072.83333331,107.16666666666669
Feb 22-24,2008,8,85162089,-23.60%,110410094,-20.60%,114,Vantage Point,/weekend/2008W08/?ref_=bo_wey_table_51,2008,7,133761458,167469892,Jumper,32092991,38718006,1,109227960.33333331,129538191.08333331,101.75
Feb 15-18Presidents' Day wknd,2008,7,133761458,-18%,167469892,-11.20%,100,Jumper,/weekend/2008W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_52,2008,6,83480396,112262045,Fool's Gold,21589295,21589295,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 8-10,2008,6,83480396,-12%,112262045,-12.80%,107,Fool's Gold,/weekend/2008W06/?ref_=bo_wey_table_54,2008,5,94843468,128681821,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,31117834,31117834,1,116846154.83333331,139394977.08333334,101.16666666666669
Feb 1-3,2008,5,94843468,-13.10%,128681821,-10.70%,107,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,/weekend/2008W05/?ref_=bo_wey_table_55,2008,4,109183558,144150492,Meet the Spartans,18505530,18505530,1,81159020.0,105663109.41666669,98.58333333333331
Jan 25-27,2008,4,109183558,-13.80%,144150492,-6.80%,108,Meet the Spartans,/weekend/2008W04/?ref_=bo_wey_table_56,2008,3,151470763,187094009,Cloverfield,46146546,46146546,1,101773826.66666669,131358061.16666669,95.5
Jan 18-21MLK wknd,2008,3,151470763,37.40%,187094009,19.80%,95,Cloverfield,/weekend/2008W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_58,2008,2,98786197,130426078,The Bucket List,19392416,20816129,3,144106715.15,173497607.55,85.9
Jan 11-13,2008,2,98786197,-12.20%,130426078,-6.70%,98,The Bucket List,/weekend/2008W02/?ref_=bo_wey_table_59,2008,1,112470805,139793714,National Treasure: Book of Secrets,20062684,170870795,3,122621792.8125,149859356.3125,88.1875
