Title,LW_x,Weekend Gross_y,Total Gross_y,Week #_x,TW_x,Weekend Gross_x
Hubble 3D,82,"$4,679 ","$52,157,297 ",425,75,"$4,503 "
Love After Love,51,"$26,275 ","$90,911 ",6,77,"$3,978 "
Le Corbeau (2018 re-issue),72,"$8,274 ","$19,476 ",3,79,"$3,475 "
Claire's Camera,107,$915 ,"$65,738 ",9,80,"$3,038 "
Leaning Into The Wind,71,"$8,343 ","$356,247 ",9,83,"$2,857 "
The Hurricane Heist,104,"$1,148 ","$6,112,145 ",9,85,"$2,415 "
Under the Sea 3D,85,"$3,866 ","$35,808,304 ",482,86,"$2,298 "
Ismael's Ghosts,93,"$2,553 ","$93,880 ",7,89,"$2,124 "
Born to Be Wild (IMAX),94,"$2,505 ","$25,686,495 ",370,90,"$1,989 "
Loveless (2018),79,"$5,132 ","$560,194 ",12,91,"$1,926 "
Forever My Girl,83,"$4,654 ","$16,371,980 ",16,93,"$1,454 "
The Party (2017),68,"$8,790 ","$744,428 ",12,95,"$1,288 "
But Deliver Us from Evil,88,"$3,363 ","$281,135 ",13,97,$912 
Big Sonia,97,"$2,178 ","$208,539 ",25,101,$613 
"Lou Andreas-Salomé, the Audacity to be Free",89,"$3,230 ","$9,650 ",3,102,$607 
Hostiles,121,$255 ,"$29,817,901 ",20,104,$572 
The Devil and Father Amorth,96,"$2,228 ","$13,117 ",3,106,$554 
Apocalypsis,111,$714 ,"$15,963 ",10,107,$489 
Hitler's Hollywood,112,$703 ,"$27,393 ",4,108,$462 
Journey to the South Pacific,110,$755 ,"$7,624,232 ",226,112,$121 
Chronicle of Anna Magdalena Bach,122,$249 ,"$14,371 ",10,114,$40 
In Between,126,$98 ,"$107,599 ",18,115,$24 
Avengers: Infinity War,1,"$114,774,810 ","$453,107,350 ",3,1,"$62,078,047 "
A Quiet Place,3,"$7,763,085 ","$160,057,471 ",6,5,"$6,455,396 "
I Feel Pretty,4,"$5,050,520 ","$37,948,803 ",4,6,"$3,805,437 "
Rampage (2018),5,"$4,637,400 ","$84,801,710 ",5,7,"$3,462,442 "
Black Panther,7,"$3,254,977 ","$693,235,592 ",13,9,"$2,077,207 "
A Wrinkle in Time,18,"$410,517 ","$95,496,098 ",10,11,"$1,156,780 "
Blockers,10,"$1,751,340 ","$56,222,840 ",6,12,"$1,115,025 "
Isle Of Dogs,13,"$806,625 ","$28,469,671 ",8,13,"$1,072,567 "
Super Troopers 2,9,"$1,871,303 ","$25,502,004 ",4,14,"$982,594 "
Truth or Dare,8,"$1,887,970 ","$38,238,330 ",5,15,"$916,100 "
Ready Player One,12,"$1,330,043 ","$133,074,547 ",7,16,"$892,682 "
Disobedience,22,"$305,991 ","$634,364 ",3,19,"$420,895 "
Sherlock Gnomes,19,"$398,418 ","$41,218,306 ",8,20,"$406,221 "
I Can Only Imagine,17,"$427,443 ","$81,896,310 ",9,21,"$403,218 "
Traffik,14,"$794,348 ","$8,258,908 ",4,23,"$276,173 "
Chappaquiddick,21,"$355,982 ","$16,523,371 ",6,24,"$249,827 "
The Rider,27,"$132,955 ","$558,245 ",5,26,"$221,439 "
Tyler Perry's Acrimony,20,"$386,860 ","$42,875,151 ",7,27,"$206,818 "
The Death of Stalin,23,"$175,101 ","$7,484,021 ",10,29,"$128,259 "
The Miracle Season,24,"$171,101 ","$9,722,748 ",6,30,"$125,057 "
Game Night,30,"$115,877 ","$68,593,654 ",12,31,"$114,888 "
Tomb Raider,29,"$129,041 ","$57,064,552 ",9,32,"$114,295 "
Pandas,32,"$92,810 ","$963,797 ",6,33,"$112,898 "
Let the Sunshine In,39,"$64,125 ","$121,141 ",3,34,"$110,922 "
Peter Rabbit,26,"$156,067 ","$114,781,410 ",14,35,"$101,092 "
You Were Never Really Here,25,"$170,127 ","$2,155,077 ",6,36,"$84,450 "
Lean on Pete,28,"$130,183 ","$915,124 ",6,38,"$73,949 "
Beirut,31,"$111,718 ","$4,782,425 ",5,39,"$61,982 "
Pacific Rim Uprising,33,"$82,175 ","$59,066,910 ",8,40,"$61,425 "
The Greatest Showman,36,"$68,595 ","$173,789,109 ",21,41,"$61,273 "
Sgt. Stubby: An American Hero,35,"$68,863 ","$2,801,397 ",5,44,"$52,622 "
"Paul, Apostle of Christ",38,"$66,262 ","$17,407,931 ",8,45,"$50,472 "
Jumanji: Welcome to the Jungle,37,"$68,090 ","$404,353,891 ",21,46,"$49,641 "
Finding Your Feet,41,"$45,375 ","$1,263,722 ",7,48,"$41,193 "
"Love, Simon",34,"$76,214 ","$40,624,830 ",9,49,"$40,578 "
The Leisure Seeker,40,"$47,924 ","$3,009,621 ",21,50,"$38,969 "
God's Not Dead: A Light in Darkness,56,"$15,377 ","$5,635,388 ",7,51,"$29,582 "
Bag of Marbles,43,"$33,223 ","$241,159 ",8,52,"$25,232 "
Itzhak,42,"$33,909 ","$437,094 ",10,53,"$24,767 "
The Endless,46,"$25,358 ","$173,359 ",6,54,"$24,067 "
Grace Jones: Bloodlight and Bami,47,"$25,251 ","$242,576 ",5,55,"$23,626 "
Death Wish (2018),49,"$21,828 ","$33,950,365 ",11,57,"$19,213 "
Ghost Stories,48,"$23,076 ","$86,025 ",4,62,"$16,315 "
1945,50,"$21,402 ","$639,990 ",28,63,"$12,897 "
Back to Burgundy,52,"$18,699 ","$211,347 ",8,64,"$12,883 "
Red Sparrow,54,"$17,861 ","$46,757,368 ",11,65,"$12,418 "
Final Portrait,51,"$19,548 ","$417,880 ",8,66,"$12,345 "
A Beautiful Planet,44,"$28,364 ","$14,084,080 ",107,67,"$11,757 "
Keep the Change,70,"$6,930 ","$155,075 ",9,69,"$10,795 "
Godard Mon Amour,62,"$11,474 ","$51,413 ",4,71,"$10,352 "
Foxtrot,65,"$9,494 ","$590,166 ",11,72,"$10,195 "
Strangers: Prey at Night,53,"$18,440 ","$24,402,691 ",10,73,"$9,416 "
Oh Lucy!,74,"$5,590 ","$343,992 ",11,77,"$8,205 "
Getting Grace,66,"$9,151 ","$193,356 ",8,79,"$7,711 "
Ferdinand,63,"$9,781 ","$84,364,229 ",22,80,"$7,498 "
Hubble 3D,75,"$4,503 ","$52,167,977 ",426,81,"$6,900 "
BOMBSHELL: The Hedy Lamarr Story,67,"$7,975 ","$788,613 ",25,82,"$6,790 "
Borg vs. McEnroe,64,"$9,585 ","$217,457 ",5,84,"$5,504 "
After Auschwitz,58,"$15,035 ","$50,633 ",5,85,"$5,234 "
Gonjiam: Haunted Asylum,61,"$13,966 ","$98,000 ",5,86,"$5,228 "
Hitler's Hollywood,108,$462 ,"$28,283 ",5,87,"$5,082 "
Leaning Into The Wind,83,"$2,857 ","$365,634 ",10,88,"$4,873 "
The Devil and Father Amorth,106,$554 ,"$13,873 ",4,89,"$4,420 "
A Fantastic Woman,71,"$6,846 ","$2,011,699 ",15,91,"$3,855 "
Sweet Country (2018),68,"$7,708 ","$77,045 ",6,93,"$3,502 "
Under the Sea 3D,86,"$2,298 ","$35,816,295 ",483,96,"$2,456 "
The Post,73,"$5,668 ","$81,896,433 ",21,97,"$2,178 "
Claire's Camera,80,"$3,038 ","$69,241 ",10,100,"$1,600 "
Ismael's Ghosts,89,"$2,124 ","$98,331 ",8,102,"$1,390 "
Cold Water (2018 re-release),81,"$2,952 ","$12,385 ",3,103,$965 
Big Sonia,101,$613 ,"$210,227 ",26,104,$891 
Journey to the South Pacific,112,$121 ,"$7,624,353 ",228,105,$690 
The Heart of Nuba,57,"$15,172 ","$27,537 ",6,107,$615 
Kings (2018),60,"$14,109 ","$258,678 ",3,108,$516 
Jet Trash,94,"$1,420 ","$8,836 ",3,109,$482 
Bye Bye Germany,72,"$5,876 ","$29,814 ",5,110,$452 
"Lou Andreas-Salomé, the Audacity to be Free",102,$607 ,"$11,845 ",4,111,$425 
Born to Be Wild (IMAX),90,"$1,989 ","$25,693,277 ",371,114,$276 
The Great Silence (2018 re-release),87,"$2,138 ","$37,303 ",7,115,$260 
Apocalypsis,107,$489 ,"$17,064 ",11,116,$212 
But Deliver Us from Evil,97,$912 ,"$284,513 ",14,118,$152 
Ava,98,$855 ,"$6,547 ",3,119,$119 
The House of Tomorrow,110,$248 ,"$12,318 ",3,120,$98 
Goldstone,99,$819 ,"$85,721 ",11,121,$93 
Avengers: Infinity War,1,"$62,078,047 ","$548,090,150 ",4,2,"$29,452,903 "
Overboard (2018),4,"$9,864,415 ","$29,358,392 ",3,7,"$4,625,858 "
A Quiet Place,5,"$6,455,396 ","$169,608,030 ",7,8,"$3,944,442 "
Rampage (2018),7,"$3,462,442 ","$89,827,105 ",6,9,"$1,577,260 "
Super Troopers 2,14,"$982,594 ","$27,383,171 ",5,10,"$1,294,113 "
I Feel Pretty,6,"$3,805,437 ","$43,952,013 ",5,11,"$1,265,813 "
RBG,10,"$1,188,186 ","$2,025,953 ",3,12,"$1,252,920 "
Black Panther,9,"$2,077,207 ","$696,331,818 ",14,13,"$860,442 "
Tully (2018),8,"$2,248,945 ","$6,992,005 ",3,14,"$560,020 "
Disobedience,19,"$420,895 ","$1,189,096 ",4,15,"$521,915 "
Blockers,12,"$1,115,025 ","$58,126,660 ",7,17,"$462,580 "
Ready Player One,16,"$892,682 ","$134,563,601 ",8,18,"$365,484 "
Isle Of Dogs,13,"$1,072,567 ","$29,951,941 ",9,19,"$344,866 "
Sherlock Gnomes,20,"$406,221 ","$41,760,161 ",9,20,"$297,486 "
Truth or Dare,15,"$916,100 ","$39,727,000 ",6,21,"$250,845 "
I Can Only Imagine,21,"$403,218 ","$82,506,587 ",10,23,"$171,411 "
The Rider,26,"$221,439 ","$847,749 ",6,24,"$162,211 "
A Wrinkle in Time,11,"$1,156,780 ","$96,812,656 ",11,25,"$160,746 "
102 Not Out,22,"$293,584 ","$984,973 ",3,27,"$128,616 "
Pandas,33,"$112,898 ","$1,159,883 ",7,28,"$124,259 "
Let the Sunshine In,34,"$110,922 ","$259,975 ",4,32,"$86,937 "
Chappaquiddick,24,"$249,827 ","$16,968,137 ",7,33,"$86,561 "
"Love, Simon",49,"$40,578 ","$40,697,137 ",10,34,"$76,237 "
Peter Rabbit,35,"$101,092 ","$114,930,111 ",15,35,"$67,311 "
Tyler Perry's Acrimony,27,"$206,818 ","$43,241,894 ",8,36,"$67,282 "
Tomb Raider,32,"$114,295 ","$57,228,498 ",10,37,"$65,701 "
Game Night,31,"$114,888 ","$68,748,295 ",13,39,"$60,278 "
The Death of Stalin,29,"$128,259 ","$7,699,427 ",11,40,"$56,987 "
Traffik,23,"$276,173 ","$8,910,787 ",5,42,"$48,716 "
The Miracle Season,30,"$125,057 ","$9,927,843 ",7,43,"$45,831 "
Red Sparrow,65,"$12,418 ","$46,781,469 ",12,44,"$36,832 "
The Greatest Showman,41,"$61,273 ","$173,881,876 ",22,46,"$34,127 "
Jumanji: Welcome to the Jungle,46,"$49,641 ","$404,422,300 ",22,48,"$30,609 "
A Beautiful Planet,67,"$11,757 ","$14,149,616 ",108,49,"$28,643 "
You Were Never Really Here,36,"$84,450 ","$2,360,394 ",7,51,"$27,119 "
Sgt. Stubby: An American Hero,44,"$52,622 ","$2,933,071 ",6,52,"$22,293 "
"Paul, Apostle of Christ",45,"$50,472 ","$17,499,876 ",9,53,"$21,430 "
The Leisure Seeker,50,"$38,969 ","$3,096,483 ",23,54,"$20,658 "
Beirut,39,"$61,982 ","$4,901,769 ",6,55,"$18,999 "
Lean on Pete,38,"$73,949 ","$1,062,165 ",7,56,"$17,701 "
God's Not Dead: A Light in Darkness,51,"$29,582 ","$5,673,883 ",8,57,"$16,608 "
Bad Samaritan,18,"$518,597 ","$3,088,522 ",3,58,"$16,190 "
Death Wish (2018),57,"$19,213 ","$33,977,355 ",12,59,"$15,043 "
Bag of Marbles,52,"$25,232 ","$281,126 ",9,60,"$14,584 "
Grace Jones: Bloodlight and Bami,55,"$23,626 ","$284,324 ",6,63,"$12,979 "
The Endless,54,"$24,067 ","$213,416 ",7,64,"$12,784 "
Finding Your Feet,48,"$41,193 ","$1,336,554 ",8,65,"$12,737 "
The Guardians,75,"$8,827 ","$20,428 ",3,67,"$11,007 "
Itzhak,53,"$24,767 ","$483,480 ",11,71,"$6,558 "
Hubble 3D,81,"$6,900 ","$52,184,528 ",427,72,"$6,268 "
Bye Bye Germany,110,$452 ,"$35,106 ",6,74,"$5,861 "
Ferdinand,80,"$7,498 ","$84,376,566 ",23,75,"$5,440 "
Keep the Change,69,"$10,795 ","$169,824 ",10,77,"$5,049 "
Strangers: Prey at Night,73,"$9,416 ","$24,419,775 ",11,79,"$4,938 "
1945,63,"$12,897 ","$676,419 ",29,82,"$4,407 "
Under the Sea 3D,96,"$2,456 ","$35,824,720 ",484,83,"$4,317 "
Final Portrait,66,"$12,345 ","$443,225 ",9,84,"$4,222 "
Godard Mon Amour,71,"$10,352 ","$69,025 ",5,86,"$3,729 "
Ghost Stories,62,"$16,315 ","$118,385 ",5,88,"$3,406 "
Little Pink House,61,"$16,673 ","$171,882 ",5,89,"$3,249 "
Sweet Country (2018),93,"$3,502 ","$85,556 ",7,90,"$3,017 "
Cold Water (2018 re-release),103,$965 ,"$16,123 ",4,92,"$2,587 "
Deep Sea 3D (IMAX),99,"$1,788 ","$46,340,586 ",628,93,"$2,549 "
After Auschwitz,85,"$5,234 ","$65,385 ",6,94,"$2,483 "
BOMBSHELL: The Hedy Lamarr Story,82,"$6,790 ","$800,619 ",26,95,"$2,466 "
Getting Grace,79,"$7,711 ","$208,531 ",9,96,"$2,296 "
The Great Silence (2018 re-release),115,$260 ,"$38,572 ",8,99,"$1,590 "
Leaning Into The Wind,88,"$4,873 ","$373,283 ",11,100,"$1,501 "
Oh Lucy!,77,"$8,205 ","$357,838 ",12,101,"$1,448 "
The House of Tomorrow,120,$98 ,"$12,566 ",4,102,"$1,400 "
Foxtrot,72,"$10,195 ","$606,361 ",12,103,"$1,149 "
Back to Burgundy,64,"$12,883 ","$236,771 ",9,107,$855 
The Devil and Father Amorth,89,"$4,420 ","$18,802 ",5,108,$720 
Born to Be Wild (IMAX),114,$276 ,"$25,701,483 ",372,110,$702 
Hitler's Hollywood,87,"$5,082 ","$33,564 ",6,109,$702 
Jet Trash,109,$482 ,"$10,072 ",4,111,$482 
Apocalypsis,116,$212 ,"$17,670 ",12,112,$300 
Ismael's Ghosts,102,"$1,390 ","$101,068 ",9,113,$282 
Claire's Camera,100,"$1,600 ","$72,419 ",11,114,$264 
The Heart of Nuba,107,$615 ,"$28,758 ",7,115,$232 
A Fantastic Woman,91,"$3,855 ","$2,019,554 ",16,117,$203 
Journey to the South Pacific,105,$690 ,"$7,626,105 ",230,121,$66 
Avengers: Infinity War,2,"$29,452,903 ","$595,813,862 ",5,3,"$17,294,657 "
Life of the Party,4,"$7,603,850 ","$30,915,357 ",3,5,"$5,379,490 "
Breaking In (2018),5,"$6,826,385 ","$29,106,095 ",3,6,"$4,284,585 "
Overboard (2018),7,"$4,625,858 ","$36,874,428 ",4,8,"$3,133,567 "
A Quiet Place,8,"$3,944,442 ","$176,080,755 ",8,9,"$2,435,143 "
RBG,12,"$1,252,920 ","$3,853,686 ",4,10,"$1,288,422 "
Rampage (2018),9,"$1,577,260 ","$92,500,589 ",7,11,"$844,546 "
Super Troopers 2,10,"$1,294,113 ","$29,106,469 ",6,12,"$612,679 "
I Feel Pretty,11,"$1,265,813 ","$46,604,270 ",6,13,"$511,573 "
Black Panther,13,"$860,442 ","$697,822,227 ",15,14,"$481,106 "
Disobedience,15,"$521,915 ","$1,901,655 ",5,15,"$418,713 "
Sherlock Gnomes,20,"$297,486 ","$42,216,688 ",10,18,"$251,225 "
A Wrinkle in Time,25,"$160,746 ","$97,366,188 ",12,19,"$231,377 "
Ready Player One,18,"$365,484 ","$135,292,094 ",9,20,"$217,106 "
Isle Of Dogs,19,"$344,866 ","$30,743,143 ",10,21,"$213,852 "
Tully (2018),14,"$560,020 ","$8,430,545 ",4,22,"$209,565 "
Blockers,17,"$462,580 ","$59,038,055 ",8,23,"$206,990 "
The Rider,24,"$162,211 ","$1,104,525 ",7,25,"$186,092 "
Beast,28,"$102,087 ","$181,101 ",3,26,"$184,884 "
Truth or Dare,21,"$250,845 ","$40,287,855 ",7,27,"$111,990 "
The Seagull,37,"$63,890 ","$178,806 ",3,28,"$111,847 "
Let the Sunshine In,31,"$86,937 ","$392,041 ",5,29,"$109,451 "
Pandas,27,"$124,259 ","$1,379,343 ",8,30,"$109,374 "
I Can Only Imagine,23,"$171,411 ","$82,818,978 ",11,32,"$95,510 "
Traffik,40,"$48,716 ","$9,079,213 ",6,34,"$51,629 "
Chappaquiddick,32,"$86,561 ","$17,171,471 ",8,35,"$50,659 "
102 Not Out,26,"$128,616 ","$1,209,343 ",4,37,"$46,978 "
The Death of Stalin,39,"$56,987 ","$7,809,066 ",12,38,"$43,782 "
Peter Rabbit,34,"$67,311 ","$115,045,409 ",16,39,"$41,526 "
Tomb Raider,36,"$65,701 ","$57,333,205 ",11,40,"$38,543 "
The Miracle Season,41,"$45,831 ","$10,017,545 ",8,41,"$36,593 "
Tyler Perry's Acrimony,35,"$67,282 ","$43,385,631 ",9,42,"$34,986 "
Game Night,38,"$60,278 ","$68,838,771 ",14,43,"$33,634 "
A Beautiful Planet,47,"$28,643 ","$14,214,686 ",109,44,"$30,575 "
Red Sparrow,42,"$36,832 ","$46,826,445 ",13,45,"$27,547 "
Jumanji: Welcome to the Jungle,46,"$30,609 ","$404,468,712 ",23,46,"$21,495 "
Always at the Carlyle,60,"$13,204 ","$28,382 ",3,48,"$19,272 "
The Greatest Showman,44,"$34,127 ","$173,947,134 ",23,49,"$18,205 "
You Were Never Really Here,49,"$27,119 ","$2,448,819 ",8,50,"$17,925 "
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,48,"$27,649 ","$65,690 ",3,51,"$16,227 "
The Leisure Seeker,52,"$20,658 ","$3,138,182 ",24,52,"$15,048 "
Bag of Marbles,58,"$14,584 ","$307,999 ",10,53,"$14,917 "
Finding Your Feet,63,"$12,737 ","$1,374,248 ",9,54,"$14,659 "
Beirut,53,"$18,999 ","$4,953,165 ",7,55,"$14,634 "
The House of Tomorrow,100,"$1,400 ","$14,051 ",5,57,"$12,651 "
1945,80,"$4,407 ","$687,944 ",30,59,"$11,050 "
Death Wish (2018),57,"$15,043 ","$33,997,862 ",13,60,"$9,770 "
Sgt. Stubby: An American Hero,50,"$22,293 ","$3,054,285 ",7,61,"$9,574 "
Lean on Pete,54,"$17,701 ","$1,121,842 ",8,62,"$9,111 "
Filmworker,64,"$11,196 ","$32,448 ",3,63,"$9,107 "
The Endless,62,"$12,784 ","$242,528 ",8,64,"$8,839 "
The Guardians,65,"$11,007 ","$35,958 ",4,65,"$7,834 "
Under the Sea 3D,81,"$4,317 ","$35,831,851 ",485,66,"$7,403 "
Champion (2018),45,"$32,261 ","$57,226 ",3,67,"$7,165 "
Hubble 3D,70,"$6,268 ","$52,200,361 ",428,68,"$6,597 "
Nothing to Lose (2018),29,"$98,094 ","$937,530 ",3,69,"$6,512 "
Itzhak,69,"$6,558 ","$505,513 ",12,70,"$6,416 "
Keep the Change,75,"$5,049 ","$181,367 ",11,71,"$5,882 "
Mountain,85,"$3,504 ","$32,127 ",3,72,"$5,682 "
Sollers Point,74,"$5,101 ","$16,543 ",3,74,"$5,208 "
Ferdinand,73,"$5,440 ","$84,389,759 ",24,76,"$5,144 "
Revenge (2018),66,"$10,615 ","$81,973 ",3,78,"$4,847 "
God's Not Dead: A Light in Darkness,55,"$16,608 ","$5,704,812 ",9,80,"$3,733 "
Grace Jones: Bloodlight and Bami,61,"$12,979 ","$312,271 ",7,82,"$3,142 "
The Day After,83,"$3,824 ","$11,738 ",3,83,"$3,110 "
Leaning Into The Wind,98,"$1,501 ","$381,046 ",12,84,"$3,061 "
Little Pink House,87,"$3,249 ","$185,812 ",6,86,"$2,225 "
Oh Lucy!,99,"$1,448 ","$362,404 ",13,87,"$1,998 "
Lu Over the Wall,67,"$7,787 ","$96,863 ",3,90,"$1,690 "
Bye Bye Germany,72,"$5,861 ","$41,327 ",7,91,"$1,598 "
Getting Grace,94,"$2,296 ","$214,781 ",10,92,"$1,384 "
Foxtrot,101,"$1,149 ","$611,744 ",13,94,"$1,205 "
Jet Trash,109,$482 ,"$10,857 ",5,95,"$1,185 "
After Auschwitz,92,"$2,483 ","$71,746 ",7,96,"$1,094 "
Born to Be Wild (IMAX),108,$702 ,"$25,705,440 ",373,97,"$1,094 "
Deep Sea 3D (IMAX),91,"$2,549 ","$46,345,044 ",630,98,"$1,079 "
Cold Water (2018 re-release),90,"$2,587 ","$19,979 ",5,99,"$1,026 "
BOMBSHELL: The Hedy Lamarr Story,93,"$2,466 ","$812,807 ",27,100,"$1,020 "
Final Portrait,82,"$4,222 ","$453,123 ",10,101,$898 
Godard Mon Amour,84,"$3,729 ","$78,401 ",6,102,$889 
Anything,78,"$4,883 ","$11,166 ",3,104,$771 
Journey to the South Pacific,119,$66 ,"$7,626,324 ",232,109,$416 
Deadpool 2,2,"$43,463,043 ","$208,170,395 ",3,2,"$23,178,597 "
Avengers: Infinity War,3,"$17,294,657 ","$622,489,295 ",6,4,"$10,507,279 "
Book Club,4,"$10,071,681 ","$32,279,691 ",3,5,"$7,039,033 "
Life of the Party,5,"$5,379,490 ","$39,364,476 ",4,7,"$3,504,625 "
Breaking In (2018),6,"$4,284,585 ","$35,873,240 ",4,8,"$2,811,515 "
Overboard (2018),8,"$3,133,567 ","$41,627,980 ",5,10,"$1,949,527 "
A Quiet Place,9,"$2,435,143 ","$180,133,522 ",9,11,"$1,771,171 "
Show Dogs,7,"$3,267,165 ","$10,861,890 ",3,12,"$1,527,370 "
RBG,10,"$1,288,422 ","$5,902,521 ",5,13,"$1,060,087 "
Rampage (2018),11,"$844,546 ","$93,939,561 ",8,14,"$620,437 "
First Reformed,17,"$291,860 ","$434,822 ",3,15,"$421,447 "
I Feel Pretty,13,"$511,573 ","$47,678,706 ",7,16,"$297,566 "
Super Troopers 2,12,"$612,679 ","$29,912,754 ",7,17,"$281,771 "
Ready Player One,20,"$217,106 ","$135,663,855 ",10,18,"$250,873 "
Black Panther,14,"$481,106 ","$698,617,348 ",16,19,"$246,901 "
The Rider,25,"$186,092 ","$1,372,675 ",8,20,"$232,434 "
Disobedience,15,"$418,713 ","$2,572,787 ",6,21,"$221,525 "
Sherlock Gnomes,18,"$251,225 ","$42,583,451 ",11,22,"$163,367 "
Pope Francis - A Man of His Word,16,"$309,960 ","$1,115,425 ",3,23,"$162,505 "
On Chesil Beach,33,"$94,540 ","$149,489 ",3,25,"$151,409 "
Isle Of Dogs,21,"$213,852 ","$31,116,827 ",11,26,"$140,901 "
Blockers,23,"$206,990 ","$59,401,215 ",9,28,"$132,350 "
A Wrinkle in Time,19,"$231,377 ","$97,676,573 ",13,29,"$131,359 "
The Seagull,28,"$111,847 ","$324,826 ",4,31,"$120,087 "
Tully (2018),22,"$209,565 ","$8,926,125 ",5,32,"$103,270 "
Pandas,30,"$109,374 ","$1,595,187 ",9,33,"$94,967 "
Truth or Dare,27,"$111,990 ","$40,505,285 ",8,34,"$93,285 "
Beast,26,"$184,884 ","$416,959 ",4,36,"$89,496 "
Let the Sunshine In,29,"$109,451 ","$546,148 ",6,37,"$72,024 "
2001: A Space Odyssey (2018 re-release),31,"$99,238 ","$421,035 ",3,38,"$70,212 "
I Can Only Imagine,32,"$95,510 ","$82,999,919 ",12,40,"$69,190 "
Tyler Perry's Acrimony,42,"$34,986 ","$43,452,416 ",10,41,"$49,628 "
Mountain,72,"$5,682 ","$45,359 ",4,43,"$36,018 "
Chappaquiddick,35,"$50,659 ","$17,266,281 ",9,45,"$30,077 "
The Death of Stalin,38,"$43,782 ","$7,884,227 ",13,46,"$30,003 "
Peter Rabbit,39,"$41,526 ","$115,117,870 ",17,47,"$28,133 "
Game Night,43,"$33,634 ","$68,893,234 ",15,48,"$24,217 "
The Miracle Season,41,"$36,593 ","$10,076,265 ",9,49,"$23,038 "
Always at the Carlyle,48,"$19,272 ","$56,026 ",4,50,"$18,953 "
The Greatest Showman,49,"$18,205 ","$173,983,771 ",24,51,"$17,029 "
A Beautiful Planet,44,"$30,575 ","$14,296,083 ",110,52,"$15,167 "
Beirut,55,"$14,634 ","$4,976,520 ",8,53,"$14,779 "
Filmworker,63,"$9,107 ","$49,092 ",4,56,"$11,482 "
102 Not Out,37,"$46,978 ","$1,305,142 ",5,57,"$11,000 "
1945,59,"$11,050 ","$700,910 ",31,58,"$10,834 "
Bag of Marbles,53,"$14,917 ","$330,120 ",11,59,"$10,557 "
The Leisure Seeker,52,"$15,048 ","$3,163,470 ",25,60,"$9,480 "
You Were Never Really Here,50,"$17,925 ","$2,486,669 ",9,61,"$9,306 "
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,51,"$16,227 ","$103,828 ",4,63,"$8,726 "
Grace Jones: Bloodlight and Bami,82,"$3,142 ","$322,987 ",8,64,"$7,278 "
Sgt. Stubby: An American Hero,61,"$9,574 ","$3,104,366 ",8,65,"$7,217 "
Finding Your Feet,54,"$14,659 ","$1,397,708 ",10,68,"$6,357 "
Red Sparrow,45,"$27,547 ","$46,858,724 ",14,69,"$5,773 "
Hubble 3D,68,"$6,597 ","$52,216,811 ",429,70,"$5,698 "
Lean on Pete,62,"$9,111 ","$1,140,925 ",9,71,"$5,697 "
The Guardians,65,"$7,834 ","$51,502 ",5,74,"$4,625 "
God's Not Dead: A Light in Darkness,80,"$3,733 ","$5,715,725 ",10,75,"$4,360 "
Champion (2018),67,"$7,165 ","$86,524 ",4,77,"$3,661 "
Keep the Change,71,"$5,882 ","$188,681 ",12,78,"$3,596 "
Zama,85,"$2,229 ","$175,023 ",8,80,"$2,958 "
Itzhak,70,"$6,416 ","$518,012 ",13,81,"$2,686 "
Oh Lucy!,87,"$1,998 ","$364,812 ",14,82,"$2,518 "
Little Pink House,86,"$2,225 ","$195,641 ",7,85,"$2,432 "
Leaning Into The Wind,84,"$3,061 ","$386,488 ",13,87,"$2,104 "
Nothing to Lose (2018),69,"$6,512 ","$981,834 ",4,89,"$2,067 "
Final Portrait,101,$898 ,"$455,134 ",11,90,"$1,972 "
Bye Bye Germany,91,"$1,598 ","$46,025 ",8,91,"$1,922 "
Gray Matter,77,"$4,878 ","$30,270 ",3,93,"$1,862 "
The Desert Bride,79,"$4,466 ","$16,030 ",5,94,"$1,814 "
Under the Sea 3D,66,"$7,403 ","$35,898,160 ",486,96,"$1,747 "
Saving Brinton,88,"$1,884 ","$30,807 ",17,97,"$1,638 "
The Endless,64,"$8,839 ","$260,307 ",9,98,"$1,542 "
Anything,104,$771 ,"$15,799 ",4,100,"$1,504 "
BOMBSHELL: The Hedy Lamarr Story,100,"$1,020 ","$816,983 ",28,101,"$1,400 "
Sollers Point,74,"$5,208 ","$24,413 ",4,102,"$1,352 "
Cold Water (2018 re-release),99,"$1,026 ","$23,495 ",6,103,"$1,018 "
Lu Over the Wall,90,"$1,690 ","$103,241 ",4,104,$779 
Journey to the South Pacific,109,$416 ,"$7,626,817 ",234,105,$635 
Jet Trash,95,"$1,185 ","$12,536 ",6,108,$422 
Foxtrot,94,"$1,205 ","$615,328 ",14,109,$408 
The Happys,107,$585 ,"$18,051 ",12,112,$204 
Born to Be Wild (IMAX),97,"$1,094 ","$25,707,785 ",374,113,$148 
Solo: A Star Wars Story,1,"$29,396,882 ","$148,989,574 ",3,2,"$15,748,575 "
Deadpool 2,2,"$23,178,597 ","$254,506,035 ",4,3,"$14,148,517 "
Avengers: Infinity War,4,"$10,507,279 ","$643,006,211 ",7,5,"$7,238,699 "
Book Club,5,"$7,039,033 ","$47,555,781 ",4,7,"$4,285,456 "
